서울/경기,시/군/구,동,리,번지,사업장명,영업상태,개업일자,폐업일자,X좌표값,Y좌표값,위도,경도
경기도,가평군,가평읍,달전리,113-4,스타벅스남이섬점,영업,202107,203001,246197.235726945,478362.818093214,37.8065772105,127.5253444048
경기도,고양일산동구,장항동,,768,(주)스타벅스커피코리아일산라페스타점,폐업,200308,201306,179538.773119107,462032.199845677,37.6603512,126.768854
경기도,고양일산동구,풍동,,699,스타벅스 고양대로DT점,영업,202206,203001,181927.758552852,463930.090165393,37.6776714103,126.7961165158
경기도,고양덕양구,덕은동,,0,스타벅스 고양덕은점,영업,202303,203001,944620.1734150376,1953219.7447304009,37.5794418421,126.8706567665
경기도,고양덕양구,원흥동,,332-1,스타벅스 고양원흥DT점,영업,202108,203001,188391.022887693,459392.615117551,37.6368047034,126.8693118505
경기도,고양덕양구,행신동,,999,스타벅스 고양행신점,영업,202009,203001,185303.557414536,457949.601508534,37.6237774761,126.8343152933
경기도,고양덕양구,향동동,,529,스타벅스 고양향동점,영업,202103,203001,190416.531776901,455196.50737951,37.5989345801,126.8924015047
경기도,고양일산동구,식사동,,814,스타벅스 동국대일산병원점,영업,201811,203001,182859.165827012,463795.707030926,37.6764385211,126.805563051
경기도,고양일산동구,장항동,,890-5,스타벅스 마두역점,영업,201203,203001,180226.735,461197.565,37.6529298076,126.7767041081
경기도,고양일산동구,백석동,,1296-3,스타벅스 백석역DT,영업,201309,203001,181168.007864988,460199.776652369,37.6439816482,126.7874005009
경기도,고양덕양구,동산동,,370,스타벅스 스타필드고양1F R,영업,201708,203001,190645.314309928,460528.947974088,37.6470962619,126.8948092677
경기도,고양덕양구,동산동,,370,스타벅스 스타필드고양1F고메스트리트,폐업,201708,202208,190715.654303376,560834.907896845,37.6470962619,126.8948092677
경기도,고양덕양구,동산동,,370,스타벅스 스타필드고양3F,영업,201708,203001,190645.314309928,460528.947974088,37.6470962619,126.8948092677
경기도,고양덕양구,동산동,,370,스타벅스 스타필드고양3F잇토피아,폐업,201708,202208,190715.654303376,560834.907896845,37.6470962619,126.8948092677
경기도,고양일산서구,덕이동,,373-9,스타벅스 일산가구단지점,영업,201711,203001,178477.553993663,466391.487745459,37.6995569792,126.7567064435
경기도,고양일산서구,대화동,,1050-185,스타벅스 일산가로수길R점,영업,201806,203001,178443.772452423,462653.992741763,37.666016994,126.7564061079
경기도,고양일산서구,덕이동,,469,스타벅스 일산덕이DT점,영업,201704,203001,178486.612473938,465511.162889899,37.6919155038,126.7569755481
경기도,고양일산서구,탄현동,,142-84,스타벅스 일산탄현동점,영업,202007,203001,179163.461148359,465891.700143354,37.6951899435,126.764587945
경기도,고양일산서구,탄현동,,1640,스타벅스 일산탄현제니스,영업,201401,203001,179005.665068939,465786.029740427,37.6952147328,126.7627841878
경기도,고양일산동구,풍동,,879-2,스타벅스 일산풍동DT점,영업,201712,203001,182357.27852801,462219.406430743,37.6622141824,126.8007409467
경기도,고양일산동구,중산동,,1836-3,스타벅스 일산하늘마을점,영업,202204,203001,180713.721983108,463928.821633406,37.6775602337,126.7821578142
경기도,고양일산서구,주엽동,,81,스타벅스 주엽강선점,영업,202006,203001,179290.502288104,462727.239411742,37.6661974836,126.7665181825
경기도,고양일산서구,주엽동,,18-2,스타벅스 주엽사거리점,폐업,200705,202005,178668.321119565,463267.005753621,37.6715583036,126.7589815191
경기도,고양덕양구,지축동,,0,스타벅스 지축역점,영업,202212,203001,948521.0879940246,1960996.8661291236,37.6497633645,126.9142855625
경기도,고양일산서구,대화동,,2602,스타벅스 현대킨텍스점,영업,202006,203001,178006.080301401,462865.812502378,37.6679786706,126.7516242854
경기도,고양덕양구,화정동,,973,스타벅스 화정역점,영업,201208,203001,185166.687145694,459037.825613683,37.6336291576,126.8327427261
경기도,고양덕양구,화정동,,689-19,스타벅스 화정호국로점,영업,202106,203001,184893.335318175,459935.558799077,37.6417773145,126.829586797
경기도,고양일산서구,대화동,,2700,스타벅스(킨텍스전시장),폐업,201612,201612,177158.311187542,462546.660972252,37.6649345,126.7418539
경기도,고양일산서구,대화동,,2222-3,스타벅스대화역점,영업,201311,203001,177718.498228631,463699.196399122,37.675419855,126.7482043023
경기도,고양일산동구,장항동,,770-1,스타벅스라페스타광장점,영업,201306,203001,179657.69081714,461951.32697538,37.659694526,126.7701648001
경기도,고양일산서구,주엽동,,17,스타벅스문촌사거리점,영업,202109,203001,178529.136791301,463365.623578833,37.6722957977,126.7572959612
경기도,고양덕양구,삼송동,,291,스타벅스삼송역점,영업,202005,203001,190815.458049782,461119.342314115,37.6524252132,126.8969766222
경기도,고양일산동구,장항동,,1755,스타벅스소노캄고양점,영업,201912,203001,177899.003115642,462275.537979953,37.6625616531,126.7501934137
경기도,고양덕양구,원흥동,,630,스타벅스원흥역점,영업,201910,203001,189022.994577755,460747.027677344,37.6486054066,126.8765236735
경기도,고양일산동구,장항동,,868,스타벅스웨스턴돔B,영업,201104,203001,179867.687196662,461402.023019802,37.6547704839,126.772627716
경기도,고양일산동구,장항동,,855,스타벅스일산동구청점,폐업,201207,202008,179913.323308018,461616.743761126,37.6567114988,126.7731416187
경기도,고양일산동구,장항동,,855,스타벅스일산동구청점,영업,202007,203001,179913.323308018,461616.743761126,37.6567114988,126.7731416187
경기도,고양일산동구,풍동,,609,스타벅스일산애니골DT점,영업,201901,203001,181719.305640419,463621.06236632,37.6748806478,126.7936594718
경기도,고양일산서구,주엽동,,106-3,스타벅스주엽점,폐업,200406,200907,179004.476773814,462990.207993189,37.6689882,126.762763
경기도,고양덕양구,고양동,,568,스타벅스커피 고양DT점,영업,201512,203001,191591.265116577,467472.872599871,37.7095756651,126.9053289654
경기도,고양덕양구,신원동,,628-2,스타벅스커피 고양삼송,영업,201610,203001,190335.02,462375.12,37.6637164992,126.8912502392
경기도,고양일산동구,백석동,,1332,스타벅스커피 백석점,영업,201405,203001,181058.839659555,460195.973513745,37.6439291153,126.7861654817
경기도,고양덕양구,주교동,,620-1,스타벅스커피 원당DT점,영업,201412,203001,185602.205606273,461771.651536346,37.6582086739,126.837590555
경기도,고양일산서구,주엽동,,71-1,스타벅스커피 일산주엽점,영업,201309,203001,178995.77015582,463084.159214974,37.6699320117,126.7626715244
경기도,고양일산서구,일산동,,1084-1,스타벅스커피 일산후곡점,영업,201506,203001,179430.491672366,463922.29396786,37.6774255789,126.7675870283
경기도,고양일산서구,대화동,,2703,스타벅스커피 킨텍스이마트점,영업,201506,203001,177349.707402843,462162.606173795,37.661567383,126.7441037261
경기도,고양일산동구,중산동,,1809,스타벅스커피 풍산이마트점,영업,201407,203001,181149.682181138,463521.801944649,37.6738948112,126.7871031801
경기도,고양덕양구,행신동,,762,스타벅스커피 행신역,영업,201606,203001,185316.562388048,456868.289991954,37.6140350057,126.8344814671
경기도,고양일산동구,백석동,,1237,스타벅스커피백석중앙로,영업,201609,203001,181637.189249099,460029.013400211,37.6417316619,126.7939507953
경기도,고양일산동구,마두동,,751,스타벅스커피일산백마점,영업,201509,203001,181232.129988809,461659.064836797,37.6571180669,126.7880798953
경기도,고양일산동구,식사동,,1531,스타벅스커피일산식사점,영업,201409,203001,183360.66,463963.815,37.6779373265,126.8121604415
경기도,고양일산서구,대화동,,2602,스타벅스현대킨텍스,폐업,201008,201710,178006.080301401,462865.812502378,37.6679645,126.7513867
경기도,고양덕양구,화정동,,970-5,스타벅스화정점,영업,200105,203001,185053.852094175,459033.045595769,37.6335407282,126.8314514973
경기도,과천시,별양동,,1-19,(주)스타벅스 과천이마트,영업,200112,203001,199209.021144538,436019.965418918,37.4262633755,126.9918692595
경기도,과천시,중앙동,,40-10,스타벅스 과천점,영업,200011,203001,199126.899359054,436243.454318495,37.4282966647,126.990985219
경기도,과천시,중앙동,,79,스타벅스과천DT점,영업,201812,203001,199382.57567455,437463.483435352,37.4393687425,126.9938493345
경기도,광명시,철산동,,425,스타벅스 철산로데오점,영업,201511,203001,188374.127423288,441322.226107073,37.4740222262,126.8693590909
경기도,광명시,일직동,,500,스타벅스광명롯데몰점,영업,202104,203001,189614.445095321,435789.264012576,37.4242749767,126.8827963758
경기도,광명시,광명동,,158-86,스타벅스광명사거리역점,영업,201701,203001,187047.943668432,441981.979903733,37.4799260789,126.8543346703
경기도,광명시,소하동,,1077,스타벅스광명소하디티점,영업,201704,203001,189240.287694874,436989.791122534,37.4348922606,126.8792051122
경기도,광명시,소하동,,1335,스타벅스광명소하점,영업,201707,203001,189670.336967112,438486.028934475,37.4484470224,126.8840449468
경기도,광명시,일직동,,512-3,스타벅스광명에이케이점,영업,202110,203001,189541.850018502,435187.738812827,37.4186779767,126.8828875175
경기도,광명시,일직동,,513,스타벅스광명역점,영업,201806,203001,189353.72220814,434931.453645216,37.4162621599,126.8811331292
경기도,광명시,철산동,,482,스타벅스광명철산점,영업,201201,203001,188070.903985133,441472.272406432,37.4752383253,126.8658542142
경기도,광명시,하안동,,35,스타벅스광명하안대로점,영업,201811,203001,189166.128976085,439928.572073838,37.4614418041,126.8783411515
경기도,광명시,하안동,,53-3,스타벅스광명하안점,영업,201410,203001,189360.690176036,440058.366118621,37.4626077238,126.8806608799
경기도,광명시,철산동,,245-9,스타벅스철산역점,영업,201910,203001,188226.339623486,441595.63975257,37.4764380617,126.8677101859
경기도,광주시,송정동,,12-12,스타벅스 경기광주송정DT,영업,201912,203001,224064.97581581,434936.821158684,37.4162841616,127.2725925171
경기도,광주시,신현동,,701-5,스타벅스 경기광주신현DT점,영업,201812,203001,969476.7349960045,1928729.921325592,37.3598652542,127.1531765585
경기도,광주시,쌍령동,,168,스타벅스 경기광주쌍령DT,영업,202002,203001,224124.5343436,433000.218109659,37.3987626285,127.2732555745
경기도,광주시,경안동,,20-14,스타벅스 경기광주점,영업,201511,203001,222966.376546546,434212.615121506,37.4097607274,127.2601936712
경기도,광주시,초월읍,쌍동리,261-3,스타벅스 경기광주초월역DT점,영업,202107,203001,226345.931837328,430310.693431618,37.3744074824,127.2982447425
경기도,광주시,곤지암읍,삼리,399-6,스타벅스 곤지암ICDT,영업,202102,203001,228736.537994521,428230.505495944,37.355647532,127.3252371279
경기도,구리시,수택동,,526-3,스타벅스 구리돌다리점,영업,201305,203001,212475.288367927,455377.857052032,37.6006224235,127.1419341951
경기도,구리시,수택동,,854-2,스타벅스 구리수택점,영업,202111,203001,212216.469825314,454105.332546874,37.5884787865,127.1381639159
경기도,구리시,인창동,,344-6,스타벅스 구리인창DT,영업,202203,203001,212230.139381661,455937.037197886,37.6056709332,127.1392929017
경기도,구리시,수택동,,874-5,스타벅스 구리장자호수점,영업,202106,203001,212280.559477085,453896.192014109,37.5872849991,127.1398007291
경기도,구리시,토평동,,567-1,스타벅스 구리토평DT,영업,202112,203001,969049.3619369667,1953661.1130019824,37.5845675457,127.1473004524
경기도,구리시,인창동,,383-101,스타벅스 커피 구리인창점,폐업,201310,202110,212192.754812017,456075.764060989,37.6069405993,127.1388902342
